internal id	Hallmark	Pathway(s)	Source(s)	Genes
1084	Tumour-Promoting Inflammation	Negative Regulation Of (nuclear Import Of R Smad:smad4) In TGF Beta Super Family Signaling Pathway ( TGF Beta Super Family Signaling Pathway(canonical) )	reactome	MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK7, MAPK8, MAPK9, SMAD1
1085	Tumour-Promoting Inflammation	Negative Regulation Of (transcription By R Smad:smad4) In TGF Beta Super Family Signaling Pathway ( TGF Beta Super Family Signaling Pathway(canonical) )	reactome	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, SKI, SKIL, SMAD1, SMAD2, SMAD3, SMAD4, SMAD5, SMAD9, TLE1, TLE2, TLE3, TLE4
1834	Tumour-Promoting Inflammation	P38 Cascade ( BMP2 Signaling(through TAK1) ) // P38 Cascade ( TGF Beta Signaling(through TAK1) ) // P38 Cascade ( Toll Like Receptor Signaling Pathway (p38 Cascade) )	humancyc	ATF2, MAP2K3, MAP2K6, MAP3K7, MAPK11, MAPK12, MAPK13, MAPK14
1362	Tumour-Promoting Inflammation	Regulation Of Cytoplasmic And Nuclear SMAD2/3 Signaling	reactome	CALM1, CALM2, CALM3, CTDSP1, CTDSP2, CTDSPL, KPNA2, KPNB1, MAP3K1, MAPK1, MAPK3, NUP153, NUP214, PIAS4, PPM1A, SMAD2, SMAD3, SMAD4, TGFBRAP1, UBE2I
1344	Tumour-Promoting Inflammation	Regulation Of IFNA Signaling	wikipathways	IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, JAK1, PTPN1, PTPN11, PTPN6, SOCS1, SOCS3, STAT1, STAT2, TYK2, USP18
1345	Tumour-Promoting Inflammation	Regulation Of IFNG Signaling	pid	IFNG, IFNGR1, IFNGR2, JAK1, JAK2, PIAS1, PTPN1, PTPN11, PTPN2, PTPN6, SOCS1, SOCS3, STAT1, SUMO1
1373	Tumour-Promoting Inflammation	Regulation Of Nuclear SMAD2/3 Signaling	reactome	AKT1, AR, ATF2, ATF3, CBFB, CDK2, CDK4, CDKN1A, CDKN2B, CEBPB, CITED1, COL1A2, CREB1, CREBBP, CTBP1, DCP1A, DLX1, E2F4, E2F5, EP300, ESR1, FOS, FOXG1, FOXH1, FOXO1, FOXO3, FOXO4, GATA3, GSC, HDAC1, HDAC2, HNF4A, HSPA8, IFNB1, IGHA1, IL10, IL5, IRF7, ITGB5, JUN, KAT2A, KAT2B, LAMC1, MAX, MED15, MEF2C, MYC, MYOD1, NCOA1, NCOA2, NCOR1, NKX2-5, NR3C1, PIAS3, PIAS4, RBBP4, RBBP7, RBL1, RUNX1, RUNX2, RUNX3, SAP18, SAP30, SERPINE1, SIN3A, SIN3B, SKI, SKIL, SMAD2, SMAD3, SMAD4, SMAD7, SNIP1, SP1, SP3, TCF3, TFDP1, TFE3, TGIF1, TGIF2, VDR, ZBTB17
1299	Tumour-Promoting Inflammation	RIG I/MDA5 Mediated Induction Of IFN Alpha/beta Pathways	reactome	DDX58, DHX58, HERC5, IFIH1, ISG15, MAVS, NLRC5, NLRX1, RNF135, TKFC, TRIM25, UBA7, UBE2L6
1418	Tumour-Promoting Inflammation	SMAD2/3 MH2 Domain Mutants In Cancer // SMAD2/3 Phosphorylation Motif Mutants In Cancer // TGFBR1 KD Mutants In Cancer	reactome	FKBP1A, SMAD2, SMAD3, SMAD4, TGFB1, TGFBR1, TGFBR2, ZFYVE9
1419	Tumour-Promoting Inflammation	SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription	reactome	ATP1B4, CCNC, CCNK, CCNT1, CCNT2, CDK8, CDK9, CDKN2B, E2F4, E2F5, HDAC1, JUNB, MEN1, MYC, RBL1, RNF111, RPS27A, SERPINE1, SMAD2, SMAD3, SMAD4, SMAD7, SNW1, SP1, TFDP1, TFDP2, TGIF1, TGIF2, UBA52, UBB, UBC, WWTR1
1499	Tumour-Promoting Inflammation	SnoN Degradation Signaling ( TGF Beta Super Family Signaling Pathway(canonical) ) // TGF Beta Receptor Complex Degradation Signaling ( TGF Beta Super Family Signaling Pathway(canonical) ) // TGF Beta Receptor I Degradation Signaling ( TGF Beta Super Family Signaling Pathway(canonical) )	inoh	ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, AMHR2, BMPR1A, BMPR1B, BMPR2, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB10, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMD1, PSMD10, PSMD11, PSMD12, PSMD13, PSMD2, PSMD3, PSMD4, PSMD5, PSMD6, PSMD7, PSMD8, PSMD9, SKIL, SMAD2, SMAD7, SMURF1, SMURF2, TGFBR1, TGFBR2
1582	Tumour-Promoting Inflammation	TGF Beta Receptor	pid	ACVRL1, AKT1, ANAPC1, ANAPC10, ANAPC2, ANAPC4, ANAPC5, ANAPC7, AP2B1, AR, ARRB2, ATF2, ATF3, AXIN1, AXIN2, BCAR1, BRCA1, BTRC, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAV1, CCNB2, CCND1, CCNE1, CD44, CDC16, CDC23, CDC25A, CDC27, CDK1, CDK2, CDK4, CDK6, CDKN1A, CHUK, CITED1, COPS5, CREBBP, CRK, CSNK1G2, CTCF, CTNNA1, CTNNA2, CTNNB1, CUL1, DAB2, DAXX, DCP1A, DDX5, DVL1, DYNC1I1, DYNLRB1, DYNLRB2, E2F4, E2F5, EID2, EIF3I, EIF4EBP1, ENG, EP300, ERBB2IP, ESR1, ETS1, EWSR1, FKBP1A, FNTA, FOS, FOSB, FOXG1, FOXH1, FOXO1, FOXO3, FOXO4, FZR1, GIPC1, GRB2, GSK3B, HDAC1, HGS, HNF4A, HOXA9, HSPA8, IKBKB, ING2, IRF2BP1, ITCH, ITGB1, ITGB3, JUN, JUNB, JUND, KAT2B, KLF10, KPNB1, LEF1, MAP2K1, MAP2K2, MAP2K3, MAP2K6, MAP3K7, MAP4K1, MAPK1, MAPK14, MAPK3, MAPK8, MED15, MEF2A, MEF2C, MTOR, MYC, NCOA1, NEDD4L, NFKB1, NFKBIA, NFYA, NFYB, NFYC, NME1, NUP153, NUP214, OLIG1, PARD3, PARD6A, PDK1, PDPK1, PIAS1, PIAS2, PIK3CA, PIK3R1, PIK3R2, PJA1, PML, PPM1A, PPP1CC, PPP1R15A, PPP2CA, PPP2R1A, PPP2R2A, PRKAR1B, PRKAR2A, PTK2, PXN, RAF1, RB1, RBL1, RBL2, RBX1, RHOA, RNF111, ROCK1, RPS6KA5, RPS6KB1, RUNX1, RUNX2, RUNX3, SAMD3, SDC2, SHC1, SIK1, SKI, SKIL, SKP1, SMAD2, SMAD3, SMAD4, SMAD6, SMAD7, SMURF1, SMURF2, SNIP1, SNW1, SNX1, SNX2, SNX4, SNX6, SOS1, SOX9, SP1, SPARC, SPTBN1, SRC, STAMBPL1, STK11, STK11IP, STRAP, SUMO1, TAB1, TCF4, TFDP1, TFDP2, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TGFBR3, TGIF1, TP53, TP73, TRAF6, TRAP1, TRIM33, UBE2D1, UBE2D2, UBE2D3, UBE2I, UCHL5, VDR, VPS39, WWP1, WWTR1, XPO1, XPO4, YAP1, ZEB1, ZEB2, ZFYVE16, ZFYVE9
1577	Tumour-Promoting Inflammation	TGF Beta Receptor Signaling	reactome	ARRB2, AXIN1, BAMBI, CAMK2A, CAV1, CTGF, CTNNB1, DAB2, DACT2, DAXX, DYNLRB1, EIF2A, FKBP1A, GRB2, ITCH, MAP3K7, NEDD4L, OCLN, PARD6A, PDPK1, PML, PPP1CA, PPP1R15A, PPP2CA, PPP2CB, PPP2R2A, RNF111, RPS6KB1, SHC1, SMAD2, SMAD3, SMAD4, SMAD7, SMURF1, SMURF2, SOS1, SPTBN1, STRAP, TAB1, TAB2, TFAP2B, TGFB1, TGFB3, TGFBR1, TGFBR2, TGFBR3, TGFBRAP1, WWP1, XIAP, YAP1, YWHAE, ZFYVE16, ZFYVE9
1578	Tumour-Promoting Inflammation	TGF Beta Receptor Signaling Activates SMADs	humancyc // panther	CBL, FKBP1A, FURIN, NEDD8, SMAD2, SMAD3, SMAD4, TGFB1, TGFBR1, TGFBR2, UBE2M, ZFYVE9
1579	Tumour-Promoting Inflammation	TGF Beta Receptor Signaling In EMT (epithelial To Mesenchymal Transition)	reactome	ARHGEF18, CGN, F11R, FKBP1A, PARD3, PARD6A, PRKCZ, RHOA, RPS27A, SMURF1, TGFB1, TGFBR1, TGFBR2, UBA52, UBB, UBC
1576	Tumour-Promoting Inflammation	TGF Beta Signaling Pathway(through TAK1) ( TGF Beta Signaling(through TAK1) )	wikipathways	MAP3K7, TAB1, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, XIAP
1580	Tumour-Promoting Inflammation	TGF Beta Super Family Signaling Pathway(canonical) ( TGF Beta BMP Diagram(MolecularVariation) )	netpath	ACVR1, ACVR1B, ACVR2A, ACVR2B, ACVRL1, AMHR2, BMP10, BMP15, BMP2, BMP3, BMP4, BMP5, BMP6, BMP7, BMP8B, BMPR1A, BMPR1B, BMPR2, CREBBP, EP300, GDF10, GDF11, GDF2, GDF3, GDF5, GDF6, GDF7, GDF9, INHA, INHBA, INHBB, INHBC, INHBE, MAML1, MAML2, MAML3, MSTN, NODAL, SMAD1, SMAD2, SMAD3, SMAD4, SMAD5, SMAD9, SMARCA4, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, WT1
1581	Tumour-Promoting Inflammation	TGFBR1 LBD Mutants In Cancer // TGFBR2 Kinase Domain Mutants In Cancer	pid	FKBP1A, TGFB1, TGFBR1, TGFBR2
1605	Tumour-Promoting Inflammation	TRAF6 Mediated Induction Of Proinflammatory Cytokines	reactome	RPS27A, TRAF6, UBA52, UBB, UBC
1691	Tumour-Promoting Inflammation	Type II Interferon Signaling	smpdb	HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H4A, HIST2H4B, HIST4H4, ICAM1, IFI6, IFNB1, IFNGR1, IRF1, IRF8, PSMB9, PTPN11, STAT2
90	Activating Invasion and Metastasis	Activation Of Matrix Metalloproteinases	reactome	CMA1, COL18A1, CTRB1, CTRB2, CTSG, CTSK, CTSV, ELANE, FURIN, KLK2, KLKB1, MMP1, MMP10, MMP11, MMP13, MMP14, MMP15, MMP16, MMP17, MMP2, MMP24, MMP25, MMP3, MMP7, MMP8, MMP9, PLG, PRSS1, PRSS2, TIMP1, TIMP2, TPSAB1
180	Activating Invasion and Metastasis	Arf6 Downstream Pathway	pid	ARF1, ARF6, KALRN, MAPK1, MAPK3, NME1, PIP5K1A, PLAUR, PLD1, PLD2, RAB11A, RAB11FIP3, RAC1, RHOA, TIAM1
276	Activating Invasion and Metastasis	CDC42 Signaling Events	inoh	ACTR2, ACTR3, APC, ARHGDIA, ARHGEF6, ARHGEF7, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, ATF2, BAIAP2, BCAR1, BRAF, CBL, CDC42, CDC42BPA, CDH1, CFL1, CTNNA1, CTNNB1, DIAPH3, DLG1, ENAH, EPS8, EXOC7, F2RL2, GSK3B, HES5, HRAS, IQGAP1, IQGAP3, JUN, LIMK1, LIMK2, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAP3K1, MAP3K11, MAPK1, MAPK14, MAPK3, MAPK8, MAPK9, MTOR, MYL2, PAK1, PAK2, PAK4, PARD6A, PAX6, PIK3CA, PIK3R1, PLD1, PLPP1, PRKCE, PRKCZ, RAC1, RAF1, RASGRF1, RPS6KB1, SEPT2, SRC, TIAM1, TNK2, VAV2, WASL, YES1
369	Activating Invasion and Metastasis	Collagen Degradation	reactome	ADAM10, ADAM17, ADAM9, COL12A1, COL13A1, COL14A1, COL15A1, COL16A1, COL17A1, COL18A1, COL19A1, COL23A1, COL25A1, COL26A1, COL9A1, COL9A2, COL9A3, CTSB, CTSD, CTSK, CTSL, ELANE, FURIN, MMP1, MMP10, MMP11, MMP12, MMP13, MMP14, MMP15, MMP19, MMP2, MMP20, MMP3, MMP7, MMP8, MMP9, PHYKPL, PRSS2
448	Activating Invasion and Metastasis	Degradation Of The Extracellular Matrix	pid	A2M, ACAN, ADAM10, ADAM15, ADAM8, ADAMTS1, ADAMTS16, ADAMTS18, ADAMTS4, ADAMTS5, ADAMTS8, ADAMTS9, BCAN, BMP1, BSG, CAPN1, CAPN10, CAPN11, CAPN12, CAPN13, CAPN14, CAPN15, CAPN2, CAPN3, CAPN5, CAPN6, CAPN7, CAPN8, CAPN9, CAPNS1, CAPNS2, CASP3, CAST, CD44, CDH1, CTSG, CTSK, CTSL, CTSS, CTSV, DCN, ELANE, HSPG2, HTRA1, KLK7, LAMA3, LAMA5, LAMB1, LAMB3, LAMC1, LAMC2, MMP1, MMP10, MMP11, MMP12, MMP13, MMP14, MMP15, MMP19, MMP2, MMP20, MMP3, MMP7, MMP8, MMP9, NCSTN, NID1, PLG, PSEN1, SPP1, TLL1, TLL2
486	Activating Invasion and Metastasis	E Cadherin Signaling In Keratinocytes	kegg	AJUBA, AKT1, AKT2, CASR, CDH1, CTNNA1, CTNNB1, CTNND1, EGFR, FMN1, FYN, JUP, PIK3CA, PIK3R1, PIP5K1A, PLCG1, RAC1, RHOA, SRC, VASP, ZYX
487	Activating Invasion and Metastasis	E Cadherin Signaling In The Nascent Adherens Junction	reactome	ABI1, AKT1, AP1M1, ARF6, CA2, CCND1, CDC42, CDH1, CRK, CTNNA1, CTNNB1, CTNND1, CTTN, CYFIP2, DLG1, ENAH, IQGAP1, ITGAE, ITGB7, JUP, KLHL20, MLLT4, NCKAP1, NME1, PIK3CA, PIK3R1, PIP5K1C, RAC1, RAP1A, RAP1B, RAPGEF1, RHOA, SRC, TIAM1, TJP1, VAV2, WASF2
500	Activating Invasion and Metastasis	EPH Ephrin Mediated Repulsion Of Cells	pid	ADAM10, AP2A1, AP2A2, AP2B1, AP2M1, AP2S1, APH1A, APH1B, CLTA, CLTB, CLTC, CLTCL1, DNM1, EFNA1, EFNA2, EFNA3, EFNA4, EFNA5, EFNB1, EFNB2, EFNB3, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, FYN, LYN, MMP2, MMP9, NCSTN, PSEN2, PSENEN, RAC1, SRC, TIAM1, VAV2, VAV3, YES1
503	Activating Invasion and Metastasis	EPHA2 Forward Signaling	reactome	ACP1, ARHGAP35, BCAR1, CBL, EFNA1, EPHA2, GRB2, INPPL1, PAK1, PIK3CA, PIK3R1, PTK2, RAC1, RHOA, SHC1, SRC, TIAM1, VAV2, VAV3
505	Activating Invasion and Metastasis	EPHB Mediated Forward Signaling	reactome	ACTB, ACTG1, ACTR2, ACTR3, ARHGEF28, ARPC1A, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, CDC42, CFL1, EFNB1, EFNB2, EFNB3, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, FYN, GRIN1, GRIN2B, HRAS, ITSN1, KALRN, LIMK1, LIMK2, LYN, PAK1, PTK2, RAC1, RASA1, RHOA, ROCK1, ROCK2, SDC2, SRC, TIAM1, WASL, YES1
534	Activating Invasion and Metastasis	Ephrin B Reverse Signaling	pid	BLK, DNM1, EFNB1, EFNB2, EPHB1, EPHB2, EPHB4, FGR, FYN, HCK, ITGA2B, ITGB3, LCK, LYN, MAP2K4, MAP3K7, MAPK8, NCK2, PIK3CA, PIK3R1, PTPN13, RAC1, RGS3, SRC, TIAM1, YES1
633	Activating Invasion and Metastasis	G Alpha (12/13) Signalling Events	reactome	ABR, ADRA1A, ADRA1B, ADRA1D, AKAP13, ARHGAP4, ARHGEF1, ARHGEF11, ARHGEF12, ARHGEF16, ARHGEF17, ARHGEF18, ARHGEF2, ARHGEF3, ARHGEF4, ARHGEF6, ARHGEF7, ARHGEF9, CDC42, ECT2, FGD1, FGD2, FGD3, FGD4, GNA12, GNA13, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, ITSN1, KALRN, MCF2, MCF2L, NET1, NGEF, OBSCN, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLEKHG2, PLEKHG5, PLXNB1, RAC1, RAC2, RASGRF2, RHOA, RHOB, RHOC, RHOG, ROCK1, ROCK2, SOS1, SOS2, TBXA2R, TIAM1, TIAM2, TRIO, VAV1, VAV2, VAV3
738	Activating Invasion and Metastasis	HDACs Deacetylate Histones	inoh	ARID4A, ARID4B, BRMS1, CHD3, CHD4, GATAD2A, GATAD2B, GPS2, HDAC1, HDAC10, HDAC2, HDAC3, HDAC8, HIST1H2AA, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AG, HIST1H2AH, HIST1H2AI, HIST1H2AJ, HIST1H2AK, HIST1H2AL, HIST1H2AM, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2AA3, HIST2H2AA4, HIST2H2AB, HIST2H2AC, HIST2H2BE, HIST2H2BF, HIST2H3A, HIST2H3C, HIST2H3D, HIST2H4A, HIST2H4B, HIST3H2A, HIST3H2BB, HIST4H4, HMG20B, KDM1A, MBD3, MTA1, MTA2, MTA3, NCOR1, NCOR2, PHF21A, RBBP4, RBBP7, RCOR1, REST, SAP18, SAP30, SAP30L, SUDS3, TBL1X, TBL1XR1
757	Activating Invasion and Metastasis	Hedgehog Signaling Events Mediated By Gli Proteins	reactome	AKT1, ARRB2, BTRC, CREBBP, CSNK1A1, CSNK1D, CSNK1E, CSNK1G1, CSNK1G2, CSNK1G3, FBXW11, FOXA2, GLI1, GLI2, GLI3, GNAI1, GNAI2, GNAI3, GNAO1, GNAZ, GNB1, GNG2, GSK3B, HDAC1, HDAC2, IFT172, IFT88, KIF3A, KITLG, LGALS3, MAP2K1, MTSS1, PIAS1, PRKACA, PRKCD, PTCH1, RAB23, RBBP4, RBBP7, SAP18, SAP30, SHH, SIN3A, SIN3B, SMO, SPOP, STK36, SUFU, XPO1
887	Activating Invasion and Metastasis	Integrin Linked Kinase Signaling	pid	ACTN1, AKT1, ARHGEF6, ARHGEF7, AURKA, CCND1, CDC37, CDC42, CKAP5, CREB1, CTNNB1, DIAPH1, ELMO2, GIT2, GSK3B, HSP90AA1, ILK, ILKAP, IQGAP1, JUN, LEF1, LIMS1, LIMS2, MYL9, NACA, NCK2, PARP1, PARVA, PARVB, PARVG, PPP1R12A, PPP1R14A, PPP1R14B, PPP1R14C, PXN, RAC1, RHOG, RICTOR, RUVBL1, RUVBL2, SNAI1, TACC3, TNS1, XPO1, ZEB1, ZYX
947	Activating Invasion and Metastasis	LPA Receptor Mediated Events	reactome	ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADRA1B, AKT1, ARHGEF1, BCAR1, CASP3, CRK, CXCL8, EGFR, FOS, GAB1, GNA11, GNA12, GNA13, GNA14, GNA15, GNAI1, GNAI2, GNAI3, GNAO1, GNAQ, GNAZ, GNB1, GNG2, GSK3B, HBEGF, HRAS, JUN, LPAR1, LPAR2, LPAR3, LPAR4, LYN, MAPT, MMP2, MMP9, NFKB1, NFKBIA, PIK3CB, PIK3R1, PLCB3, PLCG1, PLD2, PRKCD, PRKCE, PRKD1, PRRT2, PTK2, PTK2B, PXN, RAC1, RELA, RHOA, SLC9A3R2, SRC, TIAM1, TRIP6
1104	Activating Invasion and Metastasis	Neurotrophic Factor Mediated Trk Receptor Signaling	reactome	ABL1, ACKR1, ARHGAP32, BDNF, CCND1, CDC42, CRK, CRKL, DNAJA3, DNM1, DOCK1, DYNLT1, EHD4, ELMO1, FAIM, FRS2, FRS3, GAB1, GAB2, GIPC1, GRB2, HRAS, KIDINS220, KRAS, MAGED1, MAP2K1, MAPK1, MAPK3, MATK, MCF2L, NEDD4L, NGF, NGFR, NRAS, NTF3, NTF4, NTRK1, NTRK2, NTRK3, PIK3CA, PIK3R1, PLCG1, PRKCI, PRKCZ, PTPN11, RAC1, RAP1A, RAP1B, RAPGEF1, RASA1, RASGRF1, RGS19, RHOA, RHOG, RIT1, RIT2, SHC1, SHC2, SHC3, SOS1, SQSTM1, STAT3, TIAM1
1071	Activating Invasion and Metastasis	NRAGE Signals Death Through JNK	reactome	AATF, ABR, AKAP13, ARHGAP4, ARHGEF11, ARHGEF12, ARHGEF16, ARHGEF17, ARHGEF18, ARHGEF2, ARHGEF3, ARHGEF4, ARHGEF6, ARHGEF7, ARHGEF9, BAD, BCL2L11, ECT2, FGD1, FGD2, FGD3, FGD4, ITSN1, KALRN, MAGED1, MAPK8, MCF2, MCF2L, NET1, NGEF, NGF, NGFR, OBSCN, PLEKHG2, PLEKHG5, RAC1, RASGRF2, SOS1, SOS2, TIAM1, TIAM2, TRIO, VAV1, VAV2, VAV3
1159	Activating Invasion and Metastasis	PDGF Pathway	pid	ARFIP2, CDC42, CHUK, MT-CO2, PAK1, PIK3R1, RAC1, RAF1, RHOA, SRC, STAT1, STAT3, TIAM1, VAV1, VAV2, WASL
1252	Activating Invasion and Metastasis	Posttranslational Regulation Of Adherens Junction Stability And Dissassembly	pid	ABL1, ADAM10, ARF6, BDNF, CABLES1, CASP3, CBLL1, CDC42, CDH1, CDH2, CREBBP, CTNNA1, CTNNB1, CTNND1, DNM2, DSP, EGF, EGFR, FER, FYN, GDNF, GFRA1, GNA12, GNA13, HGS, HRAS, IGF1R, IGF2, IQGAP1, JUP, MEP1B, MET, MMP3, MMP7, NME1, NTRK2, NUTF2, PTPN1, PTPN6, RAB5A, RAB7A, RAC1, RET, RIN2, ROBO1, SLIT1, SNX1, SRC, TIAM1, ZBTB33
1323	Activating Invasion and Metastasis	Ras Pathway	pid	AKT1, AKT3, ARAF, ATF2, BRAF, CDC42, ELK1, ETS1, EXOC2, GSK3A, GSK3B, HRAS, JUN, KRAS, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAP3K1, MAP3K4, MAP3K7CL, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MAPKAPK2, MAPKAPK3, NRAS, PAK1, PAK2, PAK3, PDPK1, PIK3C3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PLD1, PLD2, RAC1, RAC2, RAC3, RAF1, RALA, RALB, RALGDS, RGL1, RGL2, RHOA, RHOB, RHOC, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6, SHC1, SOS1, SOS2, SRF, STAT1, STAT3, TIAM1
1349	Activating Invasion and Metastasis	Regulation Of RAC1 Activity	reactome	ABI1, ABR, ARHGAP1, ARHGAP17, ARHGAP32, ARHGAP9, ARHGDIA, ARHGEF2, ARHGEF25, ARHGEF6, ARHGEF7, BCR, CHN1, CHN2, DEF6, DOCK1, DOCK2, DOCK6, ELMO1, EPS8, KALRN, MCF2, NGEF, PREX1, PREX2, RAC1, RACGAP1, RALBP1, RAP1GDS1, RASGRF1, RASGRF2, SOS1, SPATA13, TIAM1, TIAM2, TRIO, VAV1, VAV2, VAV3
1396	Activating Invasion and Metastasis	Rho GTPase Cycle	reactome	A2M, ABR, AKAP13, ARAP1, ARAP2, ARAP3, ARHGAP1, ARHGAP10, ARHGAP11A, ARHGAP11B, ARHGAP12, ARHGAP15, ARHGAP17, ARHGAP18, ARHGAP19, ARHGAP20, ARHGAP22, ARHGAP23, ARHGAP24, ARHGAP25, ARHGAP26, ARHGAP28, ARHGAP29, ARHGAP30, ARHGAP31, ARHGAP32, ARHGAP33, ARHGAP35, ARHGAP36, ARHGAP39, ARHGAP4, ARHGAP40, ARHGAP44, ARHGAP5, ARHGAP6, ARHGAP8, ARHGAP9, ARHGDIA, ARHGDIB, ARHGDIG, ARHGEF11, ARHGEF12, ARHGEF16, ARHGEF17, ARHGEF18, ARHGEF2, ARHGEF3, ARHGEF4, ARHGEF6, ARHGEF7, ARHGEF9, BCR, CDC42, CHN1, CHN2, DEPDC1B, DEPDC7, DLC1, ECT2, FAM13A, FAM13B, FGD1, FGD2, FGD3, FGD4, GDI1, GDI2, GMIP, HMHA1, INPP5B, ITSN1, KALRN, MCF2, MCF2L, MYO9A, MYO9B, NET1, NGEF, OBSCN, OCRL, OPHN1, PIK3R2, PLEKHG2, PLEKHG5, RAC1, RAC2, RAC3, RACGAP1, RALBP1, RASGRF2, RHOA, RHOB, RHOBTB1, RHOBTB2, RHOC, RHOD, RHOF, RHOG, RHOH, RHOJ, RHOQ, RHOT1, RHOT2, RHOU, RHOV, SOS1, SOS2, SRGAP1, SRGAP2, SRGAP3, STARD13, STARD8, SYDE1, SYDE2, TAGAP, TIAM1, TIAM2, TRIO, TRIP10, VAV1, VAV2, VAV3
1479	Activating Invasion and Metastasis	Signaling Events Mediated By Hepatocyte Growth Factor Receptor (c Met)	reactome	AKT1, AKT1S1, AKT2, APC, ARF6, ARHGEF4, BAD, BCAR1, CBL, CDC42, CDH1, CRK, CRKL, CTNNA1, CTNNB1, DEPTOR, EGR1, EIF4E, EIF4EBP1, EPS15, ETS1, F2RL2, GAB1, GAB2, GRB2, HGF, HGS, HRAS, INPP5D, INPPL1, JUN, KPNB1, MAP2K1, MAP2K2, MAP2K4, MAP3K1, MAPK1, MAPK3, MAPK8, MET, MLST8, MTOR, MUC20, NCK1, NCK2, NUMB, PAK1, PAK2, PAK4, PARD6A, PDPK1, PIK3CA, PIK3R1, PLCG1, PRKCI, PRKCZ, PTK2, PTPN1, PTPN11, PTPN2, PTPRJ, PXN, RAB5A, RAC1, RAF1, RANBP10, RANBP9, RAP1A, RAP1B, RAPGEF1, RHOA, RIN2, RPTOR, SH3GL2, SH3KBP1, SHC1, SNAI1, SOS1, SRC, WASL
1513	Activating Invasion and Metastasis	Stabilization And Expansion Of The E Cadherin Adherens Junction	smpdb	ABI1, ACTN1, AQP3, AQP5, ARF6, CAMSAP3, CDH1, CTNNA1, CTNNB1, CTNND1, CYFIP2, DIAPH1, EFNA1, EGF, EGFR, ENAH, EPHA2, EXOC1, EXOC3, EXOC4, GIT1, HGF, IGF1, IGF1R, KIFC3, LIMA1, LPP, MET, MGAT3, MLLT4, MYL2, MYO6, NCK1, NCKAP1, PIP5K1C, PLEKHA7, PVRL2, RHOA, ROCK1, STX4, VASP, VCL, ZYX
